,raw,output,predict
77217,"katori sud, kasomalang kulon kasomalang",3,2
254223,kamp cibe 17 rt 1 rw 4 simpangan cikarang utara,2,2
292824,"niuw cafe & resto, joyo sari,",3,3
180244,gelam jaya aka 5 no 14 rt 1 10 15560 pasar kemis,2,2
125509,"adiwerna pd cinta damai raya sing, no 234 adiwerna",3,3
93010,jambu 139 bangil,2,2
1590,gg. kb. jahe 36 kapuk rt 12 rw 3 cengkareng,2,2
70986,"sungai bambu 9, rw 8",2,2
50496,ka ba barat 45 baru city rt 3 10 bekasi barat,2,2
161276,kel dua raya 59 tugu cimanggis,2,2
110196,"mts neg bantul kota, menur bantul",3,2
230894,"silvia komunika jl. muara takus raya, depan sdn melong mandiri 5",3,3
186369,"man kel.,",1,2
125818,gunung sahari selatan gar 1c rw 1 10610 kemayoran,2,2
112167,"cohive simas insurtech lantai 3, jl. fachrudin no. 19, kp. bali, tanah abang, jakpus",3,3
268703,"pasar ciawi pas lampu merah,, kel ciawi",1,2
151359,perumahan bumi asri cihanjuang blok a no 19,1,1
95704,"etika tai, dr suj lingkar selatan, pagutan",3,3
214832,"sd neg 1 serang, serang palimanan",1,3
252426,maleer mal v 234 40274,2,2
244638,"wahid has pinang mas motor,",3,3
245520,mappao warkop anoa tamalate,3,3
240972,"soi, sidoyoso wetan, no 37 rw 5 simokerto",3,2
78852,cankring b. rt.07. rw.01. tugu macan . belok kanan..samping makam.,1,1
87411,tam deres iii no 16-a kenjeran rt 2 1 bulak,2,2
279056,ban ii tambak sari jambi selatan,2,2
139416,raja sela 8 5 gunung sahari utara rt 11 6,2,2
37407,gg. binan curug,2,2
266107,sum ilmu ganjaran gondanglegi,2,2
99080,ujung hara,2,2
125058,"kost pak pande, mang, gianyar",3,3
229441,"ana rifan. cv, prof abdur basal, panakkukang",3,3
257123,"dagangan maqom umum islam sumberan, 62357",1,1
252107,raya cira 10 ciracas rt 4 rw 3 ciracas,2,2
99455,haji mats 1 kalibaru cilodong,2,2
193482,haji midi 55 jatimelati 3 pondok melati,2,2
102783,sd kani sumberrejo 2 sumber rejo mertoyudan,0,1
55430,tond 40 6 pekalongan timur,2,2
101335,kebang gg. ii genteng genteng,2,2
168675,semar no 64 munjul rt 5 2 cipayung,0,2
223902,"anggrek, no e1 19 pamulang elok grab,",3,2
114414,"pang anta, 3 kenayan tulungagung",2,2
63736,sukaragam mega raya no 6 rt 7 serang baru,2,2
112335,par kored no 26 rt 3 3 parung jaya karang tengah,2,2
17667,raya meng lidah kulon lakar santri,2,2
289818,beru cof jend ahmad yani tangga takat,3,2
6708,bambu raya 12-28 bogor barat - kota,2,2
202327,gg. man tanjung hulu pontianak timur,2,2
105899,"orion cell pulo rib raya,",3,3
25188,"pt. sawit inti raya (sir) desa bongkal malang, kec. simpang kelayang, indragiri hulu 29363",1,1
120838,depan terminal baru randudongkal,1,1
180278,jawa indah 2 kebomas,2,2
40374,"raya par bing, 83 meruyung limo",2,2
1853,"everbeau lash specialist, cornerstone coworking space, jalan muara karang raya 18a",3,3
181216,"raya cemo 4 barokatut tija salon, cemorokandang kedungkandang",3,3
107727,"pendidikan vokasi universitas brawijaya, jl. veteran no 12-14",3,2
26211,sumbersari teru ambar gg. i 65 lowokwaru,2,2
53038,"gondowangi paya, 2a sawangan",2,2
91135,helvetia tengah mawar 12 no 104 20124 medan helvetia,2,2
28335,"gao kopi, h o s cokroam 35",3,3
59738,"war mbak naf,",1,1
145815,"perumahan grand azi, komp ruko kum pa'baeng-baeng tamalate",3,3
258979,"lon i, 4 rt 8 rw 4 koja",2,2
98078,puri muti 10 cipete selatan rt 9 11 cilandak,2,2
274771,"andi, raya bale endah, baleendah",3,2
32009,kantor camat kalik,1,1
234945,"menur air i, manyar sabrangan kel.",2,2
232295,"gotong roy, 6 rumah belajar 2d pejeruk",3,3
136098,"harapan baru tel mas xi, 11 rt 11 14 17123 bekasi utara",2,2
249568,"suka, 126 pasteur sukajadi",2,2
234657,"baso urat mas dani, ked gede, no 1 17541",3,2
87817,pelabuhan sagulung (kalo bingung tolong wa tlp sbelum kirim),1,1
133813,nambo jaya perum pon arum rt 2 rw 6 15112 karawaci,2,2
186776,man i nagasari karawang barat,0,2
9942,bukit harapan buntu kand bua,1,2
172891,"refi auto, panj raya, kebon jeruk",0,2
133842,gede no 85 derwati sela rancasari,3,2
269080,pringsewu timur pel pringsewu,2,2
47038,"perum puri bukit gelis residence, dajan peken",1,1
226356,"tam dukuh no 1 erlina computer, 4 tambaksari",3,2
233432,sidom 89 cemani grogol,2,2
280835,"soka kun ii, no 21 bekasi barat",2,2
204924,"7-el, joglo raya, joglo",3,2
64819,"paris toko, sunan giri, rawamangun pulo gadung",3,3
166843,gg. murni 24 langkapura kemiling,2,2
191603,gun ba gunungbatu bogor barat - kota,2,2
223322,"perusa damai angkutan, pron, lemahwungkuk",3,2
281793,"beng,",2,1
34633,"bukit kenanga raya, sendangmulyo kel.",0,2
176027,"wm edena, teuku cik dit",3,3
249845,"pasar turi,",2,1
136741,"toko istana roti,",1,1
112074,mal merah v 15 rt 7 10 13460,0,2
194033,rejosari nila 88 pangkal balam,2,2
68707,pondok pesantren kempek pondok kempek utara(pu)asrama al-fadhol kec.gempol kab.cirebon,1,1
31902,desa cihaur warung nasi depan situ cihaur,1,1
48318,sawah lama mus nasir no 65 15413 ciputat,2,2
7435,"karto dim karangpandan-n,",2,1
105783,"aneka minuman rem dan maka rin tradisional, ngem,",3,3
47786,kedoya utara daan mogot 45 rt 2 8 11520,2,2
282851,bojong rawalumbu raya jatim 43 17115 tambun selatan,2,2
155705,perum sinar muncar no.25 rt rw 01 04 podo,1,1
263714,"toko gun2 bike may sung, kutoanyar tulungagung",3,3
131819,kali jaya i pacar kembang tambaksari,2,2
92878,"bengkel las ika jaya,",1,1
149930,"tembung jed, no 18 20371 percut sei tuan",2,2
103411,panderejo cili no 3 banyuwangi,2,2
201751,kalisapu wader no 3 slawi,2,2
282961,putri sima 14 uwung jaya rt 4 15 cibodas,2,2
70554,"wig ten viii, no 31 digi pres pt, rw 3",3,3
80838,tidar 199 sawahan 7 sawahan,2,2
196420,"deqo kost, wolo i,",3,3
78823,"sjah, cikarang kota cikarang utara",1,2
56130,"mitra uta ud, gub kerta iv c,",3,3
79286,bina marga raya 7,2,2
114671,kima atas flamb a mapanget,2,2
15125,"koperasi kary lematang, prabumulih timur",1,2
241692,3 cell marg kemirimuka beji,0,3
273748,cipinang cempedak oti iii 5a 4 jatinegara,2,2
211775,pondok pin timur pondok pinang kel.,0,2
94713,"pt take jaya indon, komp new, lubuk baja",0,3
82189,gang lest indra kasih kel.,2,2
123226,"raya sorea, 30 soreang",2,2
69816,"perum sekarsari indah blok e 6, sumber sekar dau",0,1
157355,cibubur cibu iii no 29 rt 4 1 ciracas,2,2
26569,klitren sekar dwi 5 gondokusuman,2,2
250659,meruya selatan gg. raja 1-8 rt 1 2 11610 kembangan,2,2
175346,"gang ser 2, pekalipan",2,2
297983,galonta jl pahl 91711 enrekang,2,2
211736,bint utama 5 pondok ranji ciputat timur,2,2
283470,"jaya read pt,",0,3
143154,"wr men dela, batubulan kangin",0,2
277302,"karso cilok dudut,",1,2
258521,telaga laladon motor mawar 8 pada suka ciomas,3,3
290065,migel shoes man dua raya ancol pademangan,3,3
191305,"terima kost putri, kutosari kebumen",1,3
26227,pulo kamb 2 grogol utara 6 kebayoran lama,2,2
145566,proc kuti sakti,3,3
271299,"cije kulon,",2,2
14401,jul nga gebang raya periuk,2,2
212955,kebon baru,2,2
264424,mie ayam jakarta siola genteng kali,1,3
239409,"kawa indu dan pergudangan coco park, raya naro, kembang kuning klapa nunggal (kelapa nunggal)",3,3
72089,semanan raya kra sema no 31 rt 1 10 11850 kalideres,2,2
23071,ngadiwono plataran bromo kec.tosri kab.pasuruan 67177,1,1
250245,toko andi ir. h. jua,3,3
98358,"abr foto copy piccolo, tem mant, kelayan selatan",3,1
235300,"pt guan ltd, tembesi",1,3
282779,"raju mas no e3 3 rental ps3 ani, dasan geres gerung",3,2
204746,komp graha indah green ville 40 duri kepa rt 11 14 kebon jeruk,2,2
60273,"adi suma, ncung nclug, colomadu",3,2
116109,"bumi yape indah no 40 ukc ummu konv dan collections,",3,3
240566,raya bukit kweni,2,2
4184,pondok assalam no.10 rt 04 rw 09 (klinik bd.isti dariah),1,1
270534,dah 10 pondok kacang timur pondok aren,2,2
122913,"warakas toko sinar 85 enim 1, 81 rw 8 14330",3,3
42507,"joko servis sanyo,",1,2
133157,tgk daud panggoi muara dua,2,1
212144,"21 cell, jenderal a h nasution, metro timur",3,3
298990,"naw gelar dalam, rajabasa jaya kel.",2,2
285785,"masjid al hik,",1,1
231032,"toko restu elektronik, may m t hary, jagalan",3,3
64294,taman gand 5 rt 5 5 kebayoran lama utara kebayoran lama,2,2
269411,tawangmangu pri tawangmangu,2,2
215741,jembatan merah no.51 rt05 01 kel.cilangkap kecamatan tapos kota depok,1,1
178223,pulo brayan bengkel perw vi 20241 medan timur,2,2
247332,"sus, keta utara, krukut",3,2
258231,pondok cabe udik re mar no 19 pamulang,2,2
162912,"jorong balai rupih, kenagarian simalanggang. dekat sdn 04 balai rupih",1,1
243594,"harapan baru d??? tritunggal, perjua, 13 17123 bekasi utara",3,2
83301,"pedungan gg. pok, 80223 denpasar selatan",2,2
119207,"kosar baru, no 4 ujung berung",2,2
232583,"mi al azhar, matang kumbang baktiya",1,1
288936,"sul agung, medan satria medan satria",2,2
233968,"caa cell punya p syam, bulak cum utara ii",3,3
80321,"attaufiq nurhid, koja ii, gg. mush jatiasih jatiasih",0,2
25514,"tpa al-mut, teng raya, tangkahan",3,3
24957,"bar, 19 3",2,2
125001,"jl tanj raya, gg. tera, gedongombo semanding",2,2
59319,stasiun mrt blok a lt.2 security nawakara,1,1
209506,"seafood borju cemara raya, cengkareng",3,2
289267,tanj no 12a rawa laut kel.,2,2
186679,"hang lekir, 16 rt 9 6 kebayoran baru",2,2
73435,wisma per ten mulyorejo mulyorejo,2,2
43428,"ganesha cv sam ratul, pariaman tengah",3,3
32399,"raya tajur no 24 h. nuridin,",3,2
188889,"ciba pan, no 2 16720 ciawi",2,2
168146,kedurus duk gg. iii no 78 kedurus 4 karangpilang,2,2
162909,karn i 22 jayamukti rt 7 8 cikarang pusat,2,2
251224,pasar i panca motor. pd jenderal sudi 99,0,3
252893,"bam's pizza dan don, raya pucakw",3,3
273421,"indom, raya kut, tigaraksa",3,2
291610,ngingas tirta bougen no 72 61256 waru,2,2
242401,"simpang 4 rsud, jl. panglima cama, tungkal ii, tungkal ilir, tanjung jabung barat, jambi.",3,2
144073,"sd neg panisihan 01, raya glem penisihan",3,3
46364,"kolo sugi, no 19 ud. daya sakti, banyuwangi",3,3
286923,"devi popcorn tip top tambun grand wisata, jl.mustika jaya, rw.05 rt 02 lambangsari",3,3
25492,suak raya jl. cal meul no 3,2,2
523,raya kerob 89 kerobokan kuta utara,2,2
183765,perumahan bintan permai(ganet) blok c no 3,1,1
159481,sepa sawah lebar baru ratu agung,2,2
41322,kreo selatan komp deplu 67 rt 5 rw 1 15156 larangan,0,2
114978,"gg. iiia, delod peken tabanan",2,2
220461,"gg. al-l, mampang prapatan mampang prapatan",2,2
129755,saguling desa sagu 45 46274 baregbeg,2,2
201695,cina - cib mentengsari cikalongkulon,2,2
200973,"pasirkaliki sphinx djaya pt, lay pasu no 1 40171",3,3
63338,perumahan kft blok b4 no.16,1,1
81275,kura simpang empat,2,1
18129,cigadung sek kaler 25 cibeunying kaler,2,2
57236,ibra adjie 439 binong kiaracondong,2,2
19933,kri beru 25 9 kebayoran baru,2,2
161569,"bali, kasin klojen",2,3
62065,"mayor salim batu, no 215 toko sepatu & sandal kemuning",3,3
252394,"raya semer, 988 car coffe bar, kerobokan kuta utara",3,2
45745,"pasar batu gerigis gabu has, no 16",0,2
114948,"sdn cibu, a. h. nasu",2,3
201240,"satu dua tiga photo studio, hksn, no 8",3,2
195519,"gkjtu bukit zai diwak, getasan",1,2
237687,"acong perkasa kh wahid has ash, plandi",3,3
204971,"dompak lem permai auto service, 29124 bukit bestari",1,1
296274,"ultra pulsa, raya pono,",0,2
129072,paradise resort cluster the bay blok c 5 no. 12. jalan aria putra no. 6.,3,3
292766,kembangarum sema gubug no 145 mranggen,2,2
245220,perumahan wahana cikarang selatan blok a 14 no 7 desa sukadami,0,1
210384,mdw darul ulum kangkung,1,1
109018,"uppkb sian, khat no 5 batu layang",2,2
116186,"indomaret bangun reksa, haji jaelani ii karang tengah",3,2
192975,"triwung lor kademangan,jl. raya bromo, triwung lor,ptkn:terminal bayuangga kec kademangan",3,3
97577,cilendek barat cemp baru 31 rt 2 rw 10 16112 bogor barat - kota,2,2
105123,lor tunas jaya 1 talang aman kemuning,2,2
50798,sidom barat,2,2
98596,sd negeri 1 ringin ringin harjo,1,1
277073,angga imbanagara ciamis,0,2
190800,edel iv 6 sukamantri,2,2
267578,pisa baru iii 256 rt 9 rw 7 pisangan baru matraman,2,2
264503,"apo sari waras, jend. a. yani, 2 metro pusat",3,3
234471,"r suka, no 37 spbu 24-30116,",3,2
247729,area citraland celebes tombolok jl. tun abdul razak (cluster tosca tree blok c3 no.7),0,3
244731,"tugu selatan stm walang jaya, gg. akur, 18 5 14260 koja",2,2
236127,raya 94 rt 2 3 jatimelati pondok melati,2,2
162235,"beng iii, no fb15 8 war sate khas mad pak sholeh, kroncong",3,3
97221,"mattoangin dah, 66-64 mariso",2,2
263147,"danau indah sukad, no 103 17530 cikarang barat",2,2
200556,gun's sport raya simp bayongbong,0,3
143781,"toko jaya mandiri print ser printer, may sung, bululawang",3,3
45243,"inaq aen, sel, gerung",3,2
277950,"vete, no 16 permak jeans & pakaian, sukorame mojoroto",3,2
124031,"pt sea tech indon, mar emas timur 3, sukolilo",0,3
170729,lingkungan ix stasiun besitang kel bukit kubu,1,0
25817,jl. nusa indah iii lahundape kendari barat,2,2
215737,"sela,",2,2
114833,14 medono pekalongan barat,0,2
291095,"dukuh zam, 3 cimuning rt 5 10 mustika jaya",2,2
178021,"isillo, bali, 38 66137",3,2
147419,"elston, 79 15854 pagedangan",2,2
216644,cibad raya 1,2,2
252102,raya tla 20 muliati,3,2
41362,"sd karang nanas 1, protokol, karangnanas",0,1
286400,haji muha rus 12 bintaro ampenan,2,2
123406,jl muh mans bukit lama ilir barat i,2,2
145197,purwanegara gg. angg 5 53116 purwokerto utara,2,2
128341,"komp merp,",2,2
161331,jl. karya baru komplek karya baru permai no. c62,3,3
221919,"jln suryakencana 1 no. 27 nagrak, cisaat , sukabumi (rumah makan teh ica)",3,3
157897,"kelompok bermain an-nafi 05, kadupayung menes",1,2
58366,kenali asam bawah hutan 1 kota baru,2,2
7504,"baratajaya nga madya vi, 31 1 60284 gubeng",2,2
258719,rowo tengah sul agung 182 68156 sumber baru,2,3
170694,"bel, 62 pisces",3,2
162571,"sushi time, bukit nirw, mulyaharja bogor selatan - kota",3,2
209122,tubagus angke no. 49 (seberang pasar jembatan 2 ),1,1
67686,kalibata war jati timur ii b 89 rt 5 rw 4 pancoran,2,2
258326,raya cilan no 9 rt 3 2 cipayung,2,2
92761,"kolo h r hadij, a 1 ken jaya express rw 10 suko rejo",3,2
145330,"grage city mall bebek quali, jl. jendral ahmad yani pegambiran",0,3
117409,peri kem daya biring kanaya,2,2
62518,dewa jati guest house tegallalang,0,3
70403,komp xcix 19 komet banjar baru utara,0,2
124994,"indu, pd. rasta jaya,",3,3
222929,toko dpm komp ir. h. jua karang anyar,3,3
101138,padi utara iii 87 gebangsari 6 genuk,2,2
202319,kapuk kebon jahe 18 rt 20 3 cengkareng,0,2
183895,"toko baro, pasar kemb, sawahan",3,3
97255,"mess merpati 2, lanud suryadarma kalijati subang",1,2
120499,ki hajar dewan no 60 jombang,2,2
260935,"raya cin, no m 26 ms matrial cinere cinere",3,2
57048,"cira,",2,2
268455,gerbang permai pamengkang blok l2 no04,1,1
131571,gg. tilil ii sukaluyu cibeunying kaler,2,2
204285,jl. industri keroncong [pt. pura mayungan zona industri keroncong no.95 rt.,3,3
77075,"raya suka, no 31 easy pay p, sukatani",3,2
122681,balai desa bukit batu air sugihan,1,1
182732,gajah mada kwadungan ngasem,2,3
143590,"pesa barat ii, 16 2 perak timur pabean cantikan",2,2
85706,"bungur kamp kepu, gg. 5 2b rt 1 1",2,2
269083,rawa bunga bek timur i no 7 rw 3 13350 jatinegara,2,2
194026,"jl raya bin, binong spbu bin curug",0,3
71246,"beny suaeb, no 505 5 kebon kosong kemayoran",2,2
90121,darmo patm 75 7 60241 wonokromo,2,2
48007,karang rejo jl. yos suda 1 rt 13 tarakan barat,0,2
30523,war bun raya 373 kalibata rw 5 pancoran,2,3
203898,ach yani 23 4 wonokromo,2,2
285440,"cisalak mes, 25 rt 6 3 16416 sukmajaya",2,2
89619,donok ix 34 kapasan 2 simokerto,2,2
110136,lin barat suma 354 kayu tanam 2 x 11 kayu tanam,2,2
224248,"asem jajar viii, bubutan",0,2
230433,"mitra sana kalbe,",1,1
77443,kra sukatani tapos,2,2
52628,"kiai maja, 41 duplikat kunci dan jual rupa2 alat teknik, rw 1 gunung",3,2
274558,"polda sumut , biddokkes",1,2
296370,"mas nurul huda raya asto mulyo-p,",3,3
256175,gem asri raya iv gempolsari bandung kulon,2,2
264691,"kantor desa jangkun, purwo pati,",3,3
120057,"metro alam 5, pondok pinang kel. kebayoran lama",2,2
211398,"ibra adjie, no 51 cijaura buahbatu (margacinta)",2,2
211167,rawamangun wisma jaya no 15 rt 4 rw 11 13230 pulo gadung,2,2
193536,"perumahan griya asri, tanggulangin",2,1
4903,kamp bayur periuk periuk,2,2
225710,tad patroman samp water banjar banjar,2,1
161265,apotek century superindo kelapa dua apartemen permata executive jl. raya pos pengumben rt,3,3
241266,semper barat lor iiic 35 rt 5 7,2,2
134501,"mt. hary, 6 suryodiningratan mantrijeron",2,2
103262,rakit 3 7 tanah tinggi rt 2 rw 6,2,2
103202,dem lebar daun lorok pakjo ilir barat i,2,2
7454,dok susa kutoharjo pati,2,2
174779,jl. kan raya pedalangan peru banyumanik 5 banyumanik,0,2
261581,komp dpr 1 11-51 rt 7 2 kebon jeruk kebon jeruk,2,2
263820,"baba desa, no 2 rina salon",3,3
257756,per neg 6 rawasari rw 8 cempaka putih,2,2
228383,feby laundry lubuk gaung,1,3
92430,man besar ix 1 tangki rw 1 taman sari,2,2
68789,"rangga motor, ran",0,3
58885,"karet kuningan epi ten, 65 rt 2 5",2,2
130897,"yos sudarso, no 2b 45111 lemahwungkuk",2,2
249777,sei sikambing b asrama medan sunggal,2,3
220819,"rukun senior care, kawasan darmawan park, jl.babakan madang no.99 sentul",3,3
78206,nata kusu iii 78 margahayu tengah margahayu,2,2
158878,"jl. sahadewa 1, br. pempatan, munggu",3,2
104177,ring road utara 3f condongcatur depok,2,2
45397,"pang bun, cimuja cimalaka",2,3
242008,mel 23 cilandak barat rt 13 10 cilandak,2,2
49171,"raya kal, 29 jatikarya jati sampurna",2,2
18693,babakan cipa bojongloa kaler,0,2
201001,pasar rumput (nama kios asep bewok no kios 489),1,3
22573,toko anug rancapaku,1,1
144275,"tpq qira manb naj, kejajar",1,2
255907,"toko wij jaya,",1,3
126870,"raya kepu per, keputih kel.",2,2
81236,kamp curug 62 pakansari rt 2 3 cibinong,2,2
79209,jeruk 10 kranji bekasi barat,2,2
2129,raya abian base 118 abianbase mengwi,2,2
187424,"hadis, k h mas mans, no 39 10230 tanah abang",3,2
35349,"kresna laundry kali dha xi, no g5 22 60112 mulyorejo",3,3
238082,"cipayung prap ken, 82 rt 6 7 cipayung",2,2
30235,dok a. sof 22 medan baru,2,2
192437,kedai teh tarik dan kopi kang ucox gunung putri,1,3
297430,posko avsec loading dock barat terminal 2 bandara juanda surabaya,1,1
35763,pakis ko bint dipo 744 rt 1 10 60256 sawahan,2,2
229536,"jatiluhur boul puri gad, 2 jatiasih",2,2
199846,kp. tambang ayam rt 004 005 des. tambang ayam,0,1
99639,cideng cid barat dalam 8 rt 12 1,2,2
248986,"gang xxvi, no 1",2,2
95748,"depot isi ulang samudra ked raya,",3,3
85510,"kepu timur, kemayoran",2,2
280803,tanj 11 jatimekar jatiasih,2,2
205431,pasar temp wonorejo raya bekri-bangun rejo sinar banten bekri bekri,0,1
255789,kapt. p. tend 4 sukowinangun magetan,2,2
1461,"san raya por,",3,3
256670,kelurahan duri kepa rt rw 04 04 no. 107 0812-1890-2467,1,1
82098,"break barbershop, raya sed gede, sedati agung",3,2
281205,a. yani 30 sokanegara purwokerto barat,2,2
20477,"salak 5, sukatani tapos",2,2
175424,pudakpayung muteran rt 01 rw 03 belakang pom bensin taman unyil,1,1
37981,"lexy phone, utama ten penyangkringan",3,3
182626,"rumah makan, parangloe",1,3
135561,batutulis batut 115 rt 1 8 bogor selatan - kota,2,2
65389,"balai pelatihan pertanian lampung jalan raden gunawan, rajabasa",3,3
137414,"perumahan purn deli, bulian bajenis",1,1
122831,"sd negeri 03 vii koto sei sarik,",1,3
172530,"panda 4a, no 25",0,2
192882,"super laun, ban surau balai, kuranji",3,3
192448,"klinik bmc ciawi, zae asi",3,2
214041,negla utara sukasari,2,2
87060,"kede iii, no 325 bekasi utara",2,2
128193,brawi 46 kediri kota,2,2
273884,danau sunter utara sunter agung tanjung priok,2,2
28173,"raya send bulu, babat jerawat pakal",2,2
25127,"prima jaya, blok a5, kedoya utara kebon jeruk",0,1
30942,korong gadang tam dur 20 rt 1 1 kuranji,2,2
58028,"happy mart mini mar, so'e",1,3
138185,pem i 58 rt 3 6 batujaya batuceper,2,2
65902,ngestiharjo nitip rt 07 rt 7 kasihan,2,0
62483,palm spring regency blok f no. 11,1,1
167502,"pumo, banjer tikala",0,2
99780,"sukagalih sukam indah, 56 sukajadi",2,2
220634,"afifah khoirun macan lindu, bukit baru",3,2
75446,"grosir batik mod, dr sutomo, pekalongan",0,3
