,POI,hash_raw_address
184470,boss_e laundry,sunan kudus notaris 197 bos laundry tamantirto kasihan
184478,service centre miyako bangka,service centre miyako ban 
184486,taman kanak-kanak islam asy syifa,benda baru taman kanak islam asy syifa benda timur 9 notaris f3 1
184503,kantor notaris & ppat sri rachma chandrawati sh,kantor notaris ppat sri rachmayanti chandrawati sh seno kebayoran baru
184508,masjid al-amanah,masjid al am madrasah 
184556,kayana asri residence,kay asri residence raya pasar kec notaris 71 17444 pondok melati
184564,ud. manalagi elektronik,kereta notaris 74 ud manager elektronik 
184591,smp pui muktisari,smp pui mukti 
184599,gki jemaat yohanes susweni,gki jemaat yohanes suswanto inam 
184600,mm pasdam,mm pas soekarno pariaman selatan
184606,baratala tuntung pandang,bara tuntung pandawa kembar
184611,sd negeri 3 kertek,sd negeri 3 kereta 
184635,gereja toraja jemaat hermon tambuli,gereja toraja jemaat herbal tambuli
184643,tpu - cikarageman,tpu cikarageman 
184672,han awal & partners architects,palembang puri 7 han awal part architects pondok pucung
184681,bintanglima anekawarna. pt,bintanglima anekawarna pt ir juanda purwodiningratan jebres
184686,masjid khoirul mabadi,masjid khoirul mab let polsek r sumatera notaris 173
184698,griya manten ibu nur,griya man ibu nur 
184724,greatness mark,great mark k h shobari diwek
184725,saputra meuble,saputra meubel pakis dale 
184735,ki gedhe solo-ari monashe,ki gedhe solo mona siwa notaris 47 laweyan
184740,kompleks margaasih permai,margaasih kompleks marga permai jati utama
184762,chigues coffee and unique,chigues coffee and uni osama sidorejo lor
184791,ibu riyani,ibu riyadi 
184812,warung anabul mak dervi,warung ana makmur dervi cepit raya 
184818,masjid al-jabbar jami,masjid al ja jami jateng pasirlayung
184833,portal steak-ho,tebet barat dalam notaris 9 porong steak ho 3 tebet barat
184846,wajik coffee bojana,wajik coffee bojong sunan muria notaris 16 barongan
184868,ud. musrini,ud musripah mayor oking ciriung cibinong
184871,madrasah aliyah sepatan,madrasah ali sepatan raya mauk 
184896,dinas petanian tanaman pangan dan hortikultura kab. tapin,dinas peta tanaman pantai dan hortikultura kab tapin tapin utara
184903,semajau mekar kel.,semarang mekar kel 
184912,rajawali,raja cihideung udik
184914,apartemen seibu mansion,apartment seibu mansion anggrek 2 setia budi
184934,taman pendidikan al qur'an nur rahmad,taman pendidikan al qur nur rahayu raya kebon agung sendang agung
184942,pasar unggas & burung,pasar unggul burung untung suro ngawi
184958,ud. rini sundari,ud rini sundari 
184968,tenilo king,tengah king kantor 
184998,tahu talaga pabrik,tahu talang pabrik jenderal sudirman 
185009,masjid al-hidayah,masjid al hidayah murtigading sanden
185035,itats-lab kualitas lingkungan,itats lab kualitas lingkungan arief rahayu hakim sukolilo
185059,warung bu darsinah,warung bu darsono pejogol
185065,paud an-najwa,paud an n grogol kapetakan
185092,indo jaya elektrik,indo jaya elektro pempek
185100,pt. anugrah prima putra,pt anugrah prima putra indra mlatibaru semarang timur
185119,warkop 29,inpres notaris 181 warung 29 maharatu marpoyan damai
185138,rusmsiah,rusmadi gatot subroto purwokerto barat
185161,sejahtera acap. cv,sejahtera acap cv 
185166,lembaga kursus dan pembelajaran,lembaga kurnia dan pembelajaran brigjend m yunus
185173,rianti make up salon,benda atas notaris 81 ria make up salon cilandak timur
185178,catering qurban sucses,catering qur sucses
185181,toko maryam,toko market niaga cikarang utara
185197,musholla al-hidayah,musholla al hidayah wedang anom driyorejo
185210,toko himma's,toko himmatul sidosermo iii wonocolo
185217,toko bungsu,toko bun 
185221,klinik pratama bersalin wede ar rachman,sablon 1 klinik pratama bersama wede ar rachman 
185235,musholla taluek,musholla talang 
185238,pabrik briket sawdust & charcoal,pabrik briket sawdust charles ling selatan banjar tambak sirang darat
185275,musholla al-jihad,kepu musholla al jihad adi luwih
185288,bangun cipta sejahtera. cv,ban cipta sejahtera cv riung damai i 
185298,toko beras zarajaya makmur,tang barat notaris 104 toko beras zara makmur rta 1 rw 12
185329,safety training center dan car rental,safari training center dan car rental puri harmony 6 setu sari cileungsi
185339,toko buku alfamedia,toko buku alfamart rejodadi
185349,kb panamung mapareta,kb panamas mapareta prailiu
185373,cahaya terang. cv,r e martadinata notaris 197 cahaya teratai cv cipedes
185375,martabak kubang,mart kubang kalimantan 
185404,rm mie bancir khas banjar,rm mie ban khas banjar cemara raya sungai miai
185410,lapangan tenis pab diy,lapangan tenis pabrik diy man kalasan
185422,panesibaja kel.,panesibaja kel 
185426,chicago fried chiken,chicago fried chi jenderal ahmad yani pakuwon
185441,laboratorium terpadu uin sunan kalijaga yogyakarta,laboratorium terpadu uin sunan kali yogyakarta timbel catur tunggal
185457,alisha shop,ali shop
185476,aroyan penjahit,aro penjahit let m t haryono
185478,kreasitama gypsum,kreasi gypsum kuta paya
185482,masugi,masjid labuan tereng lembar
185485,pertamini bensin,pertamina bensin raya rasuna mulyo 
185489,balai desa seboro,balai desa seblak sadang
185494,bidan ny. hj. ratna asnawati,bidan ny hj ratna asna raya sorea
185496,liem hiauw djiang. nv,liem hiauw djiang nv betawi kranggan
185501,gereja kemah injil indonesia jemaat gateway community church (gcc) sanur,gereja kemah injil indonesia jemaat gateway community church gcc sanur bypass ngunan raihan 
185510,ud. sri waryanti,ud sri waryanti poncowi
185527,"sentra grosir cikarang (sgc), ground floor",sentra grosir cikarang sgc grosir floor jl re marthad 38 cikarang utara
185534,"cetak photo rp. 10.000,-",cetak photo rp 10 0 kepala raya sawangan
185535,bakso granat margoroso,bakso gracia margo buntu kroya
185540,slamet jaya samong,slamet jaya sambel ulujami
185564,parkir motor nururrahman,parfum motor nururrahman town house permata indah 
185568,taman kanak kanak an-nur,taman kanak kanak an siwa timur wonocolo
185578,garasi car salon,garden car salon 
185582,perumahan cluster griya juanda,bojong raya merdeka 8 perum cluster griya juanda 
185585,toko multazam baru belopa,toko multazam baru belawa tampumia radda belopa
185591,toko buku medisa,toko buku medika raya padala
185596,lapangan bola sukorini,lapangan bola suko solo pa baturetno
185597,madrasah ibtidaiyah swasta baitur rohman,madrasah ibtidaiyah swasta baiturrohim rohman raya ketapang barat 
185601,warteg sederhana,warung sederhana terusan logam cijaura
185614,startime puri,star puri puri indah kembangan selatan
185615,kelompok usaha bersama kua-ci kota tasikmalaya,kelompok usaha bersama kua ci kota tasikmalaya 
185629,cv. anugerah engineering,cv anugerah engineering el tari
185639,candra pandugo toko,cantik pandugo toko raya pandawa wonogiri rejo
185648,dierga laundry,diesel laundry krueng luas b sumut 
185664,cv. jagad pangestu,cv jagad pangkas terang 
185670,seraya toko,bubutan servis toko pasar turi notaris 11 9 bubutan
185680,get plus insitute,get plus insight rumah sakit cikole cikole
185682,br pane rental mobil bengkulu,br panesia rental mobil bengkulu depok pay negeri betungan
185695,u.d. wiryadi joko santoso,u d wiryono joko santoso jagakarsa jagakarsa
185738,mis maslakul akhyar,mis maslahat akhyar raja i bekasi barat
185753,toko sutris,toko sutera kumpul rejo
185755,mulia kursus hair & beauty,mulia kurnia hair beauty merpati raya
185764,djembe manufacture,djemma manufacture jimbaran
185783,beta aneka kosmetik baturaja,beta aneka kosmetik batu lintas batu lubuk batang
185785,komite nasional pemuda indonesia,komite nasional pempek indonesia merdeka manokwari timur
185807,ibu nur benang,ibu nur bensin mekar jaya
185809,bi dan siti jumarokh mp amd keb,bi dan siti juma mp amd keb singosari
185815,kantor pengacara rizaldi d sh,kantor pengacara riza d sh gatot subroto 
185820,"dr. gagak ismanoe., sp.b",dr gagak isman sp b jl hasyim asy 62113
185845,toko wijaya elektrik,toko wijaya elektro raya laswi 
185915,banana duo cab dinoyo,banana duo cabang dinamo doho keputran tegalsari
185921,kalika toko,kaltim toko layung tanah abang karet kuningan
185952,perumda belang wetan,perumda belawa wetan sultan agung belang wetan
185973,agen bis dan travel,agen bisnis dan travel prokla 
185983,masjid baiturrohman,masjid baiturrahman kedamean
185997,panti asuhan shabri,panti asuhan shanti bunga kemuni 
186067,rumah sakit bersalin mina,rumah sakit bersama mina medika aceh notaris 1 peusangan
186085,ikan panggang bu bamb,ikan pangkas bu bambang sagan iii 4 55223 gondokusuman
186086,perusahaan gas negara surabaya,perusahaan gas negeri surabaya gembira notaris 20 rw 5
186092,cv. kapuas indah cemerlang,cv kapuas indah cemerlang teuku umar darat sekip
186094,pasar modern pagelaran ground floor,pringsewu utara pasar modern pagelaran grosir floor jl raya pagelaran 35373 pringsewu
186110,artolite indah mediatama. pt,arto indah mediatama pt tua tambahan tengkerang barat selaparang selaprang 
186128,master card,masjid card basuki rahayu doromukti
186168,pt. fitrah tour and travel,pt fit tour and travel poros makassar maros
186180,thamima fashion,thamrin fashion tebet utara dalam tebet
186184,raudhatul atfhal (ra) dzal hukmah,raudhatul atfhal ra dzal hukama campakamulya cimaung
186187,haleluya park tempang,hale park tempong
186191,tridatu motor,pagarsih notaris 82 tridaya motor jamika
186192,bni 46 sunset road,bni 46 sun road sun road seminyak kuta
186197,pagarsari kel.,pagar kel pagar sari
186199,praktik bidan teuku am.keb,praktek bidan teuku am keb medan t tinggi sei buluh
186204,rm.satampang baniah,rm satampang ban kh agus salim bekasi timur
186210,sd negeri sukasari,sd negeri suka narawita cicalengka
186211,pangkalan lpg 3kg mustafa kamal,suka karya pangkalan lpg 3kg mustika kamal purnama notaris 17 kota baru
186219,kerupuk bu lip,kerudung bu lipton joko notaris 72
186230,bakso goyang lidah mas hadi,bakso goyang lidah masjid hadi selat karisma 2 
186245,taman pendidikan al - quran baitur rahman,taman pendidikan al quran baiturrohim rahman siulak deras mudik
186247,interindo duta tekno. pt,inter duta teknik pt raya naro rawalumbu
186278,warung pempek cikampek,warung pempek cikarang ahmad yani cikampek
186280,toko widodo saputra,toko widuri saputra raya melu mulyadadi cipari
186323,kedai harian bela jaya,ban seng kedai har belajar jaya 
186341,wicky fancy. cv,wicky fan cv panyingkiran indihiang
186369,manipi kel.,man kel 
186375,masjid kecamatan bungursari,masjid kecamatan bungur 
186376,harita wiraseksama pt,har wiraseksama pt ancol
186380,yayasan ash-shufiyah al-muhtaramiyah,yayasan ash shufiyah al muhtaramiyah raya bondowoso 68313
186389,suka - suka fried chicken,suka suka fried chicken dr krt r widy notaris 2 rw 13 jatinegara
186400,suzuki street rider club ( ssrc ),jemursari selatan iv notaris 4 suzuki street rider club ssrc rw 8 wonocolo
186406,kuburan kembar,kubu kembar debong kulon tegal barat
186421,masjid al-ishlah,kota baru masjid al ishlah siradj raya 
186427,kb kreatif kartini,kb kreatif kartika merakurak
186446,samsat sidoarjo krian,sambel sidoarjo krian raya kemalang 
186452,malika,malang perum puri nirwana i 
186481,express paket cv. puspita mas ponorogo,express paket cv puspita masjid ponorogo jenderal basuki rahayu ponorogo
186490,puskesmas pembantu sukorejo,puskesmas pembina sukorejo h ichlas 
186491,pt ranee cosmetik,pt ranee cosmetic jemursari tenggilis mejoyo
186493,smk tsm beringin bangun purba,smk tsm beringin ban purba bangun purba tengah bangun purba
186499,musholla al-.shobariya,musholla al sholeh kejapanan gempol
186516,warung andika,warung and hutagurgur 
186534,widyastuti amdijojo dr ahli penyakit dalam,widyasarana amdijojo dr ahli penyetan dalam cihampelas coblong
186537,syafamar hijab syarii,syaf hijab sya ikan gurame lebar notaris 19 6 perak barat
186540,balai pengobatan at-taufiq,balai pengobatan at ta rungkut menan 
186571,agrita,agr mawar suko rejo sukorejo
186602,pt rini jaya lubuk gadang,pt rini jaya lubuk gading raya tugu semeru cilincing
186605,tomken's cafe,tomkins cafe alang alang lebar
186607,bakonas fotokopi,bakonas foto 
186613,pt polish sentral sumatera,pt polsek sentosa sumatera kolombo h burl alang alang lebar
186620,toko h. kusnan,toko h kusuma raya man bakalanpule
186637,kontrol energi. cv,kontrol energi cv 
186647,warnas,warung manonjaya manonjaya
186662,pernak pernik,permai permai senen raya 
186664,toko acheng,toko achmad sambas 32
186676,coffe andalang,coffe anda perumnas antara manggala
186710,src mujianto,src muji lintas timur 
186714,gratecnica. cv,gratecnica cv meli ii medan johor
186716,"karangmalang, ketanggungan, brebes",karangmalang ketanggungan brebes 52263 ketanggungan
186723,tegal wangi bangunan,tegal wangi bang i gusti ngunan raihan jimbaran
186744,astom print center,astomulyo print center pemuda cepu
186748,memorindo indotama. pt,angke memorindo indotama pt rahayu 2 notaris 35d 6
186750,indriati,indrawan lintas rental tempat teluk jira tempuling
186778,kue morita,kue morawa jenderal sudirman notaris 291
186784,matahari putra prima pt tbk,mataram putra prima pt tbk 
186793,batara dive & watersport,batang dive watersport
186794,mimisa baby and kids shop,mim baby and kids shop dar 
186802,komplek kayuara permai,komplek kayu permai kolaka wahid udin 
186835,pt sinar sosro kpp palangka raya,pt sinar sosro kpp pala raya kerudung ii panarung pahandut
186869,poncol,let ars utara kayuringin jaya pondok rta 1 15 bekasi selatan
186878,warmindo khodel,warmindo khoiru aria santoso 31a
186894,madrasah ibtidaiyah swasta (mis) mathlaul anwar trimomukti,madrasah ibtidaiyah swasta mis mathlaul anwar trimomukti way panji
186910,depot aiskha nia,depot aisyah nia haji yusuf notaris 12a 15153
186935,pt. sinorama,pt sinonoan gandasari jatiuwung
186962,wang sadita putra,kh agus salim wang sadang putra kota sumenep
186970,toko bu winani,toko bu win plaosan
186975,kb adinda,kb adi mayj bambang yuwono
186987,spbu 14 - 203136,spbu 14 203 letda sujati notaris 47 bantan timur
186999,pt.mulia jaya abadi mandiri,pt m jaya abadi mandiri sultan hasan 
187021,masjid al-bakhti,masjid al ba simpang kaw l batu teluk dalam
187060,setiadi,setiawan desa lend ara lendang ara
187061,warung makan indomie kabita pisan,warung makan indomie kab pisan kesawan kesambi
187063,warteg barokah pertama,warung barokah pertiwi raya lalapan laladon
187066,hotel grasia,hotel gracia gunung gajah mungkur
187079,waw clothart,waw clothing raya solo
187085,satuan pendidikan non formal skb kutai timur,satuan pendidikan non for skb kutai timur suwarno 
187099,hidroponik janu dusun sidorejo,hidroponik januari dusun sidorejo sungai liat
187108,tarigan furniture,tari furniture besar tembakau 
187110,danamon simpan pinjam,raya saketi malang dana simpan pinjam
187115,madrasah aliyah negeri 1,madrasah ali negeri 1 raya karangpawitan
187131,pt.shinta cahaya agung,raya setu cipayung 10 pt shinta cahaya agung rw 4 cipayung
187144,fadilla gordyn,fadilah goreng raya jati asih notaris 54 jakarta setia bekasi selatan
187159,sumardi,sumatera jenderal sudirman harjamukti
187220,lapangan volley bkt,lapangan volleyball bkt cibeber
187224,muhammad bag's,indra ii muhammad bag s way kenanga
187236,perumahan villa mutiara,perum villa mutiara kh ahmad sayang mekarwangi tanah sereal
187258,sumber lancar toko,branded 20 sumber lantai toko sisir batu
187264,klinik wasir safute,klinik wasir safari palembang indah 
187267,"sinar logindo alam, pt",sinar logistik alam pt 
187310,etnica coffee & kitchen,etnica coffee kitchen jenderal sudirman
187319,savira laundry kayu manis,savana laundry kayu manis rambutan 
